card,label_en,conditions,mean_occurrence,min_occurrence,max_occurrence,mean_vp_lift,min_vp_lift,max_vp_lift,lift_estimable,positive_lift_cases,mean_enrichment,min_enrichment,max_enrichment,enriched_cases,playable_opportunities,selected,times_played,round_weight,positive_lift_share,enriched_share,selection_rate,mean_round
underfloor_heating,Underfloor heating,20,0.007999855995598345,0.0021217907914279654,0.016500474833808166,107.00518533211957,43.56745029225209,186.5529757314847,20,20,0.9872669004202548,0.0,3.0007407407407407,9,11295,1360,1360,4762.0,1.0,0.45,0.12040725984949092,3.501470588235294
wall_heating,Wall heating,20,0.011580543870916341,0.003500954805856143,0.02409781576448243,103.41062001726331,39.9218950351426,198.078656252722,20,20,0.9253826751241421,0.3774055427469063,2.1071512862874675,6,15833,1962,1962,6721.0,1.0,0.3,0.12391839828206909,3.425586136595311
conventional_facade_insulation_2,Conventional facade insulation,20,0.05853913560414864,0.04169318905155952,0.06938401648729105,99.53444154252337,76.12638094646422,151.988078487446,20,20,1.6968127055915407,1.1864825282860483,2.247056283104907,20,130656,9999,9999,22145.0,1.0,1.0,0.07652920646583394,2.2147214721472146
fan_assisted_radiators,Radiators with fans,20,0.2029356928744416,0.021536176532993848,0.5584091759132278,96.9467949002038,60.934455420913764,158.4414854645221,20,20,1.0898035621510127,0.6900944432242477,1.5629620652042175,13,97004,33610,33610,84876.0,1.0,0.65,0.3464805575027834,2.5253198452841414
insulation_passivehouse_fossil,Passivehouse renovation conventional,20,0.06045375921748275,0.04349671122427329,0.06956414676188132,84.4821136378113,61.36570534657346,124.91055575994983,20,20,0.34622710436241355,0.21155712229811133,0.5088530161427358,0,132890,10319,10319,22613.0,1.0,0.0,0.07765068853939348,2.191394514972381
low_temperature_radiator,Low-temperature radiator,20,0.05164507692006041,0.016979445933869526,0.09840930674264008,80.4402328158014,48.39850840731424,154.0423145500768,20,20,0.9979197758545375,0.6037299704700586,1.307276116970653,11,58249,8737,8737,25822.0,1.0,0.55,0.14999399131315558,2.9554767082522604
ceiling_heating,Ceiling heating,20,0.029088731456588402,0.009638821183248393,0.05852326685660019,74.70557472055444,37.51467837717837,122.29173037198274,20,20,1.0455671925149836,0.33576426165179735,1.566151291895818,11,40932,4942,4942,15727.0,1.0,0.55,0.12073683181862602,3.182314852286524
conventional_facade_insulation_1,Conventional facade insulation,20,0.09740407032708698,0.05346912794398472,0.1273741690408357,70.14430876283534,42.72891175320103,118.08891344029212,20,20,0.6710273846730244,0.28585845086364664,0.9291363852827299,0,181788,16519,16519,38022.0,1.0,0.0,0.09086958435100227,2.3017131787638476
ev_charging_infrastructure,E-car charging infrastructure,20,0.09831755081727798,0.036388712072989604,0.1479223687484449,61.28526045582036,28.61611456176672,84.84693345314406,20,20,2.9132627024540074,1.4586544353865296,4.108169642857143,20,197861,16580,16580,40550.0,1.0,1.0,0.08379620036288102,2.445717732207479
insulation_standard_eco,Ecological facade insulation,20,0.09557081913428067,0.049013367281986,0.12496875781054737,57.47587865746351,33.723386184722415,103.44168271623636,20,20,1.3659630865738965,0.9963051810185568,1.7802272727272728,19,180957,16205,16205,37430.0,1.0,0.95,0.08955166144443155,2.3097809318111695
insulation_standard_fossil,Conventional facade insulation,20,0.16307346911267245,0.061744112030553785,0.25134023189128535,53.24908420302099,24.32837650514142,115.16277571831722,20,20,0.9908576417199095,0.7220954301788653,1.3080232789494628,10,230646,27481,27481,63508.0,1.0,0.5,0.11914795834308854,2.3109784942323786
decentralized_comfort_ventilation,Decentralized comfort ventilation,20,0.17511678110838097,0.081985375581653,0.26020892687559355,47.02021582004967,21.93333032710848,90.96354661903206,20,20,1.3218887640838946,1.0999451883527516,1.7038353209084915,20,255758,29595,29595,67879.0,1.0,1.0,0.11571485544929191,2.293596891366785
ev_wallboxes,E-car wall boxes,20,0.17845464971836972,0.04434542754084447,0.33524498192245356,40.26327393746725,7.8436253461966885,74.16354392295034,20,20,1.9811135466846426,1.2762152109260427,2.502853881278539,20,274467,29822,29822,75166.0,1.0,1.0,0.10865422801283943,2.5204882301656495
window_repl_passivehouse,Complete replacement of the box window,20,0.0981761067055176,0.05813706768512625,0.12405033238366572,39.10261611406001,24.748190022720905,68.23299110192784,20,20,0.6787266975192414,0.3796262028127313,1.0267747390439192,1,190714,16686,16686,38260.0,1.0,0.05,0.08749226590601634,2.2929401893803187
glazing_replacement,Replacement of the glazing (the inner sash),20,0.1534480527211191,0.0607893061744112,0.23164193990774218,39.00832254088573,12.121211500310551,95.44751471504742,20,20,1.4815381013932696,0.9080823912584343,1.897997010463378,19,237104,25890,25890,58998.0,1.0,0.95,0.10919259059315743,2.278794901506373
pv_minimal,Minimal PV system,20,0.13439823498042933,0.04943772544027159,0.21668121181897518,30.993152641194587,1.613053613053637,58.164648792602065,20,20,1.3237046310045482,1.1239067515240415,1.6939336174030053,20,217740,22636,22636,50975.0,1.0,1.0,0.10395885000459264,2.251943806326206
ventilation_heat_recovery,Mechanical ventilation system with heat recovery,20,0.06970491193253761,0.04870420017873101,0.09377146782688345,27.791114706746875,5.226190432684632,61.19156789615806,20,20,0.6478413463507232,0.4887827423921399,0.8170586620298343,0,148019,11969,11969,27362.0,1.0,0.0,0.08086124078665577,2.286072353580082
solar_thermal,Thermal solar system,20,0.08264573991450465,0.04222363674941651,0.11196815128141328,25.321337735102794,12.020896322082024,56.935683836700036,20,20,0.9644258753621717,0.7165994709055832,1.140712879640045,6,177067,14000,14000,31849.0,1.0,0.3,0.07906611621589568,2.2749285714285716
window_repl_eco_passivehouse,Complete replacement of the box window,20,0.06422829315210246,0.04781054512957998,0.07313469588771239,24.32627275686551,3.839774206713912,49.28860222692879,20,20,0.8152625332171983,0.5117013681044865,1.212800961673452,4,140486,10974,10974,25290.0,1.0,0.2,0.07811454522158792,2.3045379989065062
bidirectional_charging,Bidirectional charging,20,0.04070545438612726,0.0026522384892849566,0.11918713377384366,67.24664125881799,-9.429362779172664,155.13560469314075,20,19,3.180550721673456,1.320186662652416,5.548858577923777,20,18907,6697,6697,18102.0,0.95,1.0,0.3542074363992172,2.703001343885322
balcony_pv,Balcony Power Plant,20,0.4535560322329987,0.0790367069806917,0.9862859992519636,38.53479847533564,-0.15925993576325936,98.55810502346873,20,19,1.1426066665286072,0.9722660002711161,1.5324322912434265,16,306501,75441,75441,155401.0,0.95,0.8,0.24613622794052875,2.059901114778436
green_gas,just use green gas!,20,0.0010250371186154325,0.0002121790791427965,0.0017531556802244039,94.92756658476078,-25.70187125748504,247.42253820033955,20,18,0.0,0.0,0.0,0,150083,174,174,680.0,0.9,0.0,0.001159358488303139,3.9080459770114944
flexible_battery_charging,Flexible battery charging,20,0.4497375227815277,0.08338637810311904,0.982795162697918,44.09049760317523,-10.85843766271222,97.84230061573328,20,18,1.1759138231768547,0.8402294938493703,1.6632798501384591,18,298665,74790,74790,154047.0,0.9,0.9,0.2504143438300437,2.059727236261532
barrier_free_entry,Barrier_free entry,20,0.18741624895138503,0.04752811372798642,0.35444458296970455,19.527311177684304,-7.649000402205786,57.16783273915621,20,18,1.1443363727704807,0.9920336338190753,1.3876488095238093,19,282792,31327,31327,80243.0,0.9,0.95,0.11077753260346827,2.561464551345485
shading,Shading,20,0.1867023365011776,0.0491194568215574,0.35178705323669085,19.083817248258107,-9.742019208608781,48.88959112950772,20,16,1.0892563156278865,0.7861075081142147,1.391490757956907,16,283801,31217,31217,79586.0,0.8,0.8,0.10999608880870751,2.549444213089022
flexible_load_management,Flexible load management,20,0.4435240647534065,0.08487163165711861,0.9839172173045755,27.433468022053205,-18.672651120019566,97.43970753026082,20,15,1.0964402140750273,0.8456606263822501,1.5230984885421746,13,301995,73731,73731,151608.0,0.75,0.65,0.24414642626533553,2.0562314358953495
car_sharing,Car Sharing,20,0.20800607579904443,0.07023127519626565,0.36067821967335745,14.36790836963002,-22.631432894892328,47.55710681878077,20,15,1.3703990030118784,1.0278445936844536,1.8517647615816177,20,296030,34915,34915,89758.0,0.75,1.0,0.11794412728439685,2.5707575540598597
district_heating_connection,District heating connection,20,0.03986478411269594,0.012412476129853597,0.06195571037571535,41.8881803790505,-63.53669801979652,173.372449049858,20,14,0.0,0.0,0.0,0,187674,6710,6710,20242.0,0.7,0.0,0.03575348743033132,3.0166915052160954
BESS_small,Small BESS,20,0.19227427860303759,0.07277742414597921,0.33287619997506546,14.014333831154179,-28.063601318020233,63.80399863618288,20,14,1.1088197794700785,0.8168464838164565,1.688858226974819,13,271141,32318,32318,79938.0,0.7,0.65,0.11919259720956993,2.473482269942447
led_lighting,LED lighting,20,0.20869491192253986,0.07086781243369404,0.3580354911272182,11.420439090256954,-22.571361481571614,52.36242321981479,20,14,1.155766559959546,0.8438971593498406,1.7429189896820794,18,295166,35036,35036,89297.0,0.7,0.9,0.11869930818590217,2.548721315218632
roof_garden,Roof gardens,20,0.08318492966241617,0.04020793549755994,0.11209256033839264,2.2650115546690186,-40.22834190090782,29.204830602468405,20,14,0.9984975320844052,0.6717289719626168,1.4496848739495798,8,176911,14083,14083,31991.0,0.7,0.4,0.07960499912385324,2.2716040616345947
central_ventilation_heat_recovery,Central mechanical ventilation system with heat recovery,20,0.10729685507084538,0.06160394265232975,0.15123456790123457,11.655337500943471,-12.108479788978798,49.266626519797114,20,13,0.8626694282946854,0.5701229088772026,1.242205061549048,4,201472,18273,18273,41797.0,0.65,0.2,0.0906974666454892,2.287363870190992
pv_medium,Medium-sized PV system,20,0.083862749421154,0.04317844260555909,0.11233013339982546,4.6446450263813945,-16.034472648563565,27.584111258153143,20,12,1.0657906743890813,0.6392275309472761,1.33447467436646,14,177647,14208,14208,32416.0,0.6,0.7,0.07997883443007762,2.2815315315315314
mechanical_exhaust_air,Mechanical exhaust air systems,20,0.17280527315720856,0.0745623753600709,0.25842830009496676,3.331765057767015,-32.825691182667526,46.18337304669501,20,12,1.0914342631673644,0.8326485966467122,1.3599927197124286,16,257353,29206,29206,67064.0,0.6,0.8,0.11348614548888103,2.2962404985276996
elevator_installation,Elevator installation,20,0.11633687347221648,0.037555697008274984,0.19087395586585215,-2.9146173949972423,-28.257956977927506,26.147816935563014,20,12,0.6212635488268841,0.46641513748356483,0.9610637302529778,0,225103,19551,19551,51080.0,0.6,0.0,0.08685357369737409,2.612654084190067
electric_stove,Electric stove,20,0.20683154254837777,0.07352005092297899,0.3543199102356315,8.503199870879806,-35.96748789832128,55.6332350049164,20,11,1.289791863774365,0.997943375347494,2.081473214285714,19,292340,34744,34744,87912.0,0.55,0.95,0.11884791680919478,2.5302786092562743
window_repl_plastic,Complete replacement of the box window,20,0.1508547336076031,0.061744112030553785,0.2244109213315048,7.740517024675782,-16.341003023145106,43.62606632700772,20,11,0.5318852763242088,0.39255521621741246,0.8596537308205836,0,237795,25467,25467,57592.0,0.55,0.0,0.10709644862171198,2.2614363686339183
window_repl_wood_alu,Complete replacement of the box window,20,0.09662794842139343,0.05813706768512625,0.12492207954120434,3.741630968708853,-31.096915043112347,45.49489249381543,20,11,0.943779639155232,0.703326666967405,1.2856158088235294,5,190371,16410,16410,37114.0,0.55,0.25,0.0862001040074381,2.2616697135892747
green_facade,Green facades,20,0.11493076239317823,0.03882877148313176,0.18795301174706325,-0.30799354693948544,-24.605412209950828,22.002203553533604,20,11,1.0434338435391979,0.7886042198006028,1.2055631260608668,12,222134,19320,19320,50505.0,0.55,0.6,0.08697452888796853,2.614130434782609
pv_roof_tiles,PV roof tiles,20,0.0813061775525725,0.0427540844472735,0.11234691327168209,-3.0804803018324636,-50.052205206713836,30.812478604591433,20,10,1.0499116546366647,0.8233426028921023,1.4205245236542778,13,177740,13771,13771,30995.0,0.5,0.65,0.07747833914706875,2.2507443177692252
intensive_roof_greening,Intensive roof greening,20,0.11933106455731435,0.03935921918098875,0.20707323169207698,-0.9156635295051672,-24.76155216671515,34.629084420802656,20,9,1.3752877476011593,0.7551976925850259,1.8107824210765386,19,230885,20041,20041,52697.0,0.45,0.95,0.08680078827121727,2.629459607804002
BESS_large,Large BESS,20,0.12245214089530565,0.06698028673835126,0.1670813635232645,-8.185560780862735,-53.21818779439792,23.97931819384894,20,8,1.0009586239959316,0.63817788207899,1.3255152807391613,13,212371,20753,20753,52317.0,0.4,0.65,0.09772049856147967,2.5209367320387415
BIPV,Facade integrated PV,20,0.08623321133014546,0.05368130702312752,0.11146723646723647,-26.1124970419148,-58.10047352274245,0.13893212180664705,20,1,0.9541484222420085,0.6815740941635929,1.2782219560749026,8,165952,14685,14685,37921.0,0.05,0.4,0.08848944273042808,2.582294858699353
pv_large,Large PV system,20,0.05765745360969142,0.035115637598132826,0.06837817822759812,-32.358210647976065,-61.0850648371532,-2.645830433706692,20,0,0.9845712700328718,0.7583099344832197,1.451074720495699,9,134933,9818,9818,21773.0,0.0,0.45,0.07276203745562612,2.217661438174781
pv_pergola,PV pergola,20,0.055513076337317134,0.036282622533418206,0.06573356660834791,-33.242595110952735,-55.20007285003555,-3.5025936728453644,20,0,0.7738133831256434,0.6205250596658711,0.952040004545971,0,134706,9452,9452,21506.0,0.0,0.0,0.0701676243077517,2.275285653829877
